16:34:57.098147 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:35:04.405090 ARP, Request who-has 192.168.139.36 (Broadcast) tell 192.168.139.142, length 46
16:35:04.496880 ARP, Request who-has 192.168.139.39 (Broadcast) tell 192.168.139.142, length 46
16:35:04.497463 ARP, Request who-has 192.168.139.40 (Broadcast) tell 192.168.139.142, length 46
16:35:04.497778 ARP, Request who-has 192.168.139.41 (Broadcast) tell 192.168.139.142, length 46
16:35:04.498035 ARP, Request who-has 192.168.139.42 (Broadcast) tell 192.168.139.142, length 46
16:35:04.498403 ARP, Request who-has 192.168.139.43 (Broadcast) tell 192.168.139.142, length 46
16:35:04.498725 ARP, Request who-has 192.168.139.44 (Broadcast) tell 192.168.139.142, length 46
16:35:04.499046 ARP, Request who-has 192.168.139.45 (Broadcast) tell 192.168.139.142, length 46
16:35:04.499294 ARP, Request who-has 192.168.139.46 (Broadcast) tell 192.168.139.142, length 46
16:35:04.499536 ARP, Request who-has 192.168.139.51 (Broadcast) tell 192.168.139.142, length 46
16:35:04.508322 ARP, Request who-has 192.168.139.54 (Broadcast) tell 192.168.139.142, length 46
16:35:04.508532 ARP, Request who-has 192.168.139.55 (Broadcast) tell 192.168.139.142, length 46
16:35:04.508553 ARP, Request who-has 192.168.139.56 (Broadcast) tell 192.168.139.142, length 46
16:35:04.601059 ARP, Request who-has 192.168.139.51 (Broadcast) tell 192.168.139.142, length 46
16:35:04.601713 ARP, Request who-has 192.168.139.59 (Broadcast) tell 192.168.139.142, length 46
16:35:04.601756 ARP, Request who-has 192.168.139.60 (Broadcast) tell 192.168.139.142, length 46
16:35:04.601763 ARP, Request who-has 192.168.139.61 (Broadcast) tell 192.168.139.142, length 46
16:35:04.601770 ARP, Request who-has 192.168.139.62 (Broadcast) tell 192.168.139.142, length 46
16:35:04.601938 ARP, Request who-has 192.168.139.63 (Broadcast) tell 192.168.139.142, length 46
16:35:04.602736 ARP, Request who-has 192.168.139.64 (Broadcast) tell 192.168.139.142, length 46
16:35:04.602761 ARP, Request who-has 192.168.139.65 (Broadcast) tell 192.168.139.142, length 46
16:35:04.602773 ARP, Request who-has 192.168.139.66 (Broadcast) tell 192.168.139.142, length 46
16:35:04.608931 ARP, Request who-has 192.168.139.54 (Broadcast) tell 192.168.139.142, length 46
16:35:04.609326 ARP, Request who-has 192.168.139.55 (Broadcast) tell 192.168.139.142, length 46
16:35:04.611879 ARP, Request who-has 192.168.139.56 (Broadcast) tell 192.168.139.142, length 46
16:35:04.704837 ARP, Request who-has 192.168.139.59 (Broadcast) tell 192.168.139.142, length 46
16:35:04.705042 ARP, Request who-has 192.168.139.60 (Broadcast) tell 192.168.139.142, length 46
16:35:04.705146 ARP, Request who-has 192.168.139.61 (Broadcast) tell 192.168.139.142, length 46
16:35:04.705231 ARP, Request who-has 192.168.139.62 (Broadcast) tell 192.168.139.142, length 46
16:35:04.705300 ARP, Request who-has 192.168.139.63 (Broadcast) tell 192.168.139.142, length 46
16:35:04.705371 ARP, Request who-has 192.168.139.64 (Broadcast) tell 192.168.139.142, length 46
16:35:04.705441 ARP, Request who-has 192.168.139.65 (Broadcast) tell 192.168.139.142, length 46
16:35:04.705511 ARP, Request who-has 192.168.139.66 (Broadcast) tell 192.168.139.142, length 46
16:35:04.705579 ARP, Request who-has 192.168.139.73 (Broadcast) tell 192.168.139.142, length 46
16:35:04.712122 ARP, Request who-has 192.168.139.76 (Broadcast) tell 192.168.139.142, length 46
16:35:04.712137 ARP, Request who-has 192.168.139.77 (Broadcast) tell 192.168.139.142, length 46
16:35:04.712364 ARP, Request who-has 192.168.139.78 (Broadcast) tell 192.168.139.142, length 46
16:35:04.808721 ARP, Request who-has 192.168.139.73 (Broadcast) tell 192.168.139.142, length 46
16:35:04.808956 ARP, Request who-has 192.168.139.81 (Broadcast) tell 192.168.139.142, length 46
16:35:04.809024 ARP, Request who-has 192.168.139.82 (Broadcast) tell 192.168.139.142, length 46
16:35:04.809030 ARP, Request who-has 192.168.139.83 (Broadcast) tell 192.168.139.142, length 46
16:35:04.809032 ARP, Request who-has 192.168.139.84 (Broadcast) tell 192.168.139.142, length 46
16:35:04.809035 ARP, Request who-has 192.168.139.85 (Broadcast) tell 192.168.139.142, length 46
16:35:04.809037 ARP, Request who-has 192.168.139.86 (Broadcast) tell 192.168.139.142, length 46
16:35:04.809038 ARP, Request who-has 192.168.139.87 (Broadcast) tell 192.168.139.142, length 46
16:35:04.809066 ARP, Request who-has 192.168.139.88 (Broadcast) tell 192.168.139.142, length 46
16:35:04.815624 ARP, Request who-has 192.168.139.76 (Broadcast) tell 192.168.139.142, length 46
16:35:04.815745 ARP, Request who-has 192.168.139.77 (Broadcast) tell 192.168.139.142, length 46
16:35:04.815808 ARP, Request who-has 192.168.139.78 (Broadcast) tell 192.168.139.142, length 46
16:35:04.865505 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:35:04.909790 ARP, Request who-has 192.168.139.81 (Broadcast) tell 192.168.139.142, length 46
16:35:04.910041 ARP, Request who-has 192.168.139.82 (Broadcast) tell 192.168.139.142, length 46
16:35:04.910147 ARP, Request who-has 192.168.139.83 (Broadcast) tell 192.168.139.142, length 46
16:35:04.910215 ARP, Request who-has 192.168.139.84 (Broadcast) tell 192.168.139.142, length 46
16:35:04.910282 ARP, Request who-has 192.168.139.85 (Broadcast) tell 192.168.139.142, length 46
16:35:04.910346 ARP, Request who-has 192.168.139.86 (Broadcast) tell 192.168.139.142, length 46
16:35:04.910426 ARP, Request who-has 192.168.139.87 (Broadcast) tell 192.168.139.142, length 46
16:35:04.910494 ARP, Request who-has 192.168.139.88 (Broadcast) tell 192.168.139.142, length 46
16:35:04.910560 ARP, Request who-has 192.168.139.93 (Broadcast) tell 192.168.139.142, length 46
16:35:04.919145 ARP, Request who-has 192.168.139.96 (Broadcast) tell 192.168.139.142, length 46
16:35:04.919171 ARP, Request who-has 192.168.139.97 (Broadcast) tell 192.168.139.142, length 46
16:35:04.919176 ARP, Request who-has 192.168.139.98 (Broadcast) tell 192.168.139.142, length 46
16:35:05.012474 ARP, Request who-has 192.168.139.93 (Broadcast) tell 192.168.139.142, length 46
16:35:05.013026 ARP, Request who-has 192.168.139.101 (Broadcast) tell 192.168.139.142, length 46
16:35:05.013068 ARP, Request who-has 192.168.139.102 (Broadcast) tell 192.168.139.142, length 46
16:35:05.013076 ARP, Request who-has 192.168.139.103 (Broadcast) tell 192.168.139.142, length 46
16:35:05.013238 ARP, Request who-has 192.168.139.104 (Broadcast) tell 192.168.139.142, length 46
16:35:05.013254 ARP, Request who-has 192.168.139.105 (Broadcast) tell 192.168.139.142, length 46
16:35:05.013343 ARP, Request who-has 192.168.139.106 (Broadcast) tell 192.168.139.142, length 46
16:35:05.013431 ARP, Request who-has 192.168.139.107 (Broadcast) tell 192.168.139.142, length 46
16:35:05.013522 ARP, Request who-has 192.168.139.108 (Broadcast) tell 192.168.139.142, length 46
16:35:05.029563 ARP, Request who-has 192.168.139.96 (Broadcast) tell 192.168.139.142, length 46
16:35:05.030221 ARP, Request who-has 192.168.139.97 (Broadcast) tell 192.168.139.142, length 46
16:35:05.030417 ARP, Request who-has 192.168.139.98 (Broadcast) tell 192.168.139.142, length 46
16:35:05.115806 ARP, Request who-has 192.168.139.101 (Broadcast) tell 192.168.139.142, length 46
16:35:05.116573 ARP, Request who-has 192.168.139.102 (Broadcast) tell 192.168.139.142, length 46
16:35:05.116887 ARP, Request who-has 192.168.139.103 (Broadcast) tell 192.168.139.142, length 46
16:35:05.117137 ARP, Request who-has 192.168.139.104 (Broadcast) tell 192.168.139.142, length 46
16:35:05.117356 ARP, Request who-has 192.168.139.105 (Broadcast) tell 192.168.139.142, length 46
16:35:05.117644 ARP, Request who-has 192.168.139.106 (Broadcast) tell 192.168.139.142, length 46
16:35:05.117878 ARP, Request who-has 192.168.139.107 (Broadcast) tell 192.168.139.142, length 46
16:35:05.118132 ARP, Request who-has 192.168.139.108 (Broadcast) tell 192.168.139.142, length 46
16:35:05.118376 ARP, Request who-has 192.168.139.113 (Broadcast) tell 192.168.139.142, length 46
16:35:05.131273 ARP, Request who-has 192.168.139.2 (Broadcast) tell 192.168.139.142, length 46
16:35:05.131838 ARP, Request who-has 192.168.139.116 (Broadcast) tell 192.168.139.142, length 46
16:35:05.131868 ARP, Request who-has 192.168.139.117 (Broadcast) tell 192.168.139.142, length 46
16:35:05.131924 ARP, Reply 192.168.139.2 is-at 00:50:56:f4:3d:ae (oui Unknown), length 46
16:35:05.216489 ARP, Request who-has 192.168.139.120 (Broadcast) tell 192.168.139.142, length 46
16:35:05.216668 ARP, Request who-has 192.168.139.121 (Broadcast) tell 192.168.139.142, length 46
16:35:05.216687 ARP, Request who-has 192.168.139.122 (Broadcast) tell 192.168.139.142, length 46
16:35:05.216812 ARP, Request who-has 192.168.139.123 (Broadcast) tell 192.168.139.142, length 46
16:35:05.216827 ARP, Request who-has 192.168.139.124 (Broadcast) tell 192.168.139.142, length 46
16:35:05.219950 ARP, Request who-has 192.168.139.113 (Broadcast) tell 192.168.139.142, length 46
16:35:05.220309 ARP, Request who-has 192.168.139.127 (Broadcast) tell 192.168.139.142, length 46
16:35:05.220380 ARP, Request who-has 192.168.139.128 (Broadcast) tell 192.168.139.142, length 46
16:35:05.220392 ARP, Request who-has 192.168.139.129 (Broadcast) tell 192.168.139.142, length 46
16:35:05.322196 ARP, Request who-has 192.168.139.116 (Broadcast) tell 192.168.139.142, length 46
16:35:05.322556 ARP, Request who-has 192.168.139.117 (Broadcast) tell 192.168.139.142, length 46
16:35:05.322715 ARP, Request who-has 192.168.139.120 (Broadcast) tell 192.168.139.142, length 46
16:35:05.322850 ARP, Request who-has 192.168.139.121 (Broadcast) tell 192.168.139.142, length 46
16:35:05.322986 ARP, Request who-has 192.168.139.122 (Broadcast) tell 192.168.139.142, length 46
16:35:05.323123 ARP, Request who-has 192.168.139.123 (Broadcast) tell 192.168.139.142, length 46
16:35:05.426394 ARP, Request who-has 192.168.139.124 (Broadcast) tell 192.168.139.142, length 46
16:35:05.427014 ARP, Request who-has 192.168.139.127 (Broadcast) tell 192.168.139.142, length 46
16:35:05.427264 ARP, Request who-has 192.168.139.128 (Broadcast) tell 192.168.139.142, length 46
16:35:05.427474 ARP, Request who-has 192.168.139.129 (Broadcast) tell 192.168.139.142, length 46
16:35:05.427675 ARP, Request who-has 192.168.139.136 (Broadcast) tell 192.168.139.142, length 46
16:35:05.427723 ARP, Request who-has 192.168.139.137 (Broadcast) tell 192.168.139.142, length 46
16:35:05.527017 ARP, Request who-has 192.168.139.140 (Broadcast) tell 192.168.139.142, length 46
16:35:05.527076 ARP, Request who-has 192.168.139.141 (Broadcast) tell 192.168.139.142, length 46
16:35:05.527084 ARP, Request who-has 192.168.139.143 (Broadcast) tell 192.168.139.142, length 46
16:35:05.528576 ARP, Reply 192.168.139.143 is-at 00:0c:29:25:bc:f9 (oui Unknown), length 46
16:35:05.530848 ARP, Request who-has 192.168.139.136 (Broadcast) tell 192.168.139.142, length 46
16:35:05.531169 ARP, Request who-has 192.168.139.137 (Broadcast) tell 192.168.139.142, length 46
16:35:05.531363 ARP, Request who-has 192.168.139.146 (Broadcast) tell 192.168.139.142, length 46
16:35:05.630392 ARP, Request who-has 192.168.139.140 (Broadcast) tell 192.168.139.142, length 46
16:35:05.630869 ARP, Request who-has 192.168.139.141 (Broadcast) tell 192.168.139.142, length 46
16:35:05.631119 ARP, Request who-has 192.168.139.143 (Broadcast) tell 192.168.139.142, length 46
16:35:05.631503 ARP, Reply 192.168.139.143 is-at 00:0c:29:25:bc:f9 (oui Unknown), length 46
16:35:05.634151 ARP, Request who-has 192.168.139.146 (Broadcast) tell 192.168.139.142, length 46
16:35:05.634666 ARP, Request who-has 192.168.139.151 (Broadcast) tell 192.168.139.142, length 46
16:35:05.634722 ARP, Request who-has 192.168.139.152 (Broadcast) tell 192.168.139.142, length 46
16:35:05.734854 ARP, Request who-has 192.168.139.151 (Broadcast) tell 192.168.139.142, length 46
16:35:05.735316 ARP, Request who-has 192.168.139.152 (Broadcast) tell 192.168.139.142, length 46
16:35:05.735527 ARP, Request who-has 192.168.139.155 (Broadcast) tell 192.168.139.142, length 46
16:35:05.735575 ARP, Request who-has 192.168.139.156 (Broadcast) tell 192.168.139.142, length 46
16:35:05.838744 ARP, Request who-has 192.168.139.155 (Broadcast) tell 192.168.139.142, length 46
16:35:05.839232 ARP, Request who-has 192.168.139.156 (Broadcast) tell 192.168.139.142, length 46
16:35:05.839430 ARP, Request who-has 192.168.139.159 (Broadcast) tell 192.168.139.142, length 46
16:35:05.839479 ARP, Request who-has 192.168.139.160 (Broadcast) tell 192.168.139.142, length 46
16:35:05.939103 ARP, Request who-has 192.168.139.163 (Broadcast) tell 192.168.139.142, length 46
16:35:05.939151 ARP, Request who-has 192.168.139.164 (Broadcast) tell 192.168.139.142, length 46
16:35:05.942906 ARP, Request who-has 192.168.139.159 (Broadcast) tell 192.168.139.142, length 46
16:35:05.943366 ARP, Request who-has 192.168.139.160 (Broadcast) tell 192.168.139.142, length 46
16:35:06.042895 ARP, Request who-has 192.168.139.163 (Broadcast) tell 192.168.139.142, length 46
16:35:06.043284 ARP, Request who-has 192.168.139.164 (Broadcast) tell 192.168.139.142, length 46
16:35:06.046850 ARP, Request who-has 192.168.139.171 (Broadcast) tell 192.168.139.142, length 46
16:35:06.046894 ARP, Request who-has 192.168.139.172 (Broadcast) tell 192.168.139.142, length 46
16:35:06.109142 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:35:06.143494 ARP, Request who-has 192.168.139.175 (Broadcast) tell 192.168.139.142, length 46
16:35:06.143555 ARP, Request who-has 192.168.139.176 (Broadcast) tell 192.168.139.142, length 46
16:35:06.147194 ARP, Request who-has 192.168.139.171 (Broadcast) tell 192.168.139.142, length 46
16:35:06.147512 ARP, Request who-has 192.168.139.172 (Broadcast) tell 192.168.139.142, length 46
16:35:06.247157 ARP, Request who-has 192.168.139.175 (Broadcast) tell 192.168.139.142, length 46
16:35:06.247554 ARP, Request who-has 192.168.139.176 (Broadcast) tell 192.168.139.142, length 46
16:35:06.250885 ARP, Request who-has 192.168.139.183 (Broadcast) tell 192.168.139.142, length 46
16:35:06.250935 ARP, Request who-has 192.168.139.184 (Broadcast) tell 192.168.139.142, length 46
16:35:06.350962 ARP, Request who-has 192.168.139.187 (Broadcast) tell 192.168.139.142, length 46
16:35:06.351017 ARP, Request who-has 192.168.139.188 (Broadcast) tell 192.168.139.142, length 46
16:35:06.354796 ARP, Request who-has 192.168.139.183 (Broadcast) tell 192.168.139.142, length 46
16:35:06.355119 ARP, Request who-has 192.168.139.184 (Broadcast) tell 192.168.139.142, length 46
16:35:06.451430 ARP, Request who-has 192.168.139.187 (Broadcast) tell 192.168.139.142, length 46
16:35:06.451837 ARP, Request who-has 192.168.139.188 (Broadcast) tell 192.168.139.142, length 46
16:35:06.455258 ARP, Request who-has 192.168.139.195 (Broadcast) tell 192.168.139.142, length 46
16:35:06.455307 ARP, Request who-has 192.168.139.196 (Broadcast) tell 192.168.139.142, length 46
16:35:06.555393 ARP, Request who-has 192.168.139.199 (Broadcast) tell 192.168.139.142, length 46
16:35:06.555450 ARP, Request who-has 192.168.139.200 (Broadcast) tell 192.168.139.142, length 46
16:35:06.559020 ARP, Request who-has 192.168.139.195 (Broadcast) tell 192.168.139.142, length 46
16:35:06.559405 ARP, Request who-has 192.168.139.196 (Broadcast) tell 192.168.139.142, length 46
16:35:06.658748 ARP, Request who-has 192.168.139.199 (Broadcast) tell 192.168.139.142, length 46
16:35:06.659106 ARP, Request who-has 192.168.139.200 (Broadcast) tell 192.168.139.142, length 46
16:35:06.662585 ARP, Request who-has 192.168.139.207 (Broadcast) tell 192.168.139.142, length 46
16:35:06.662635 ARP, Request who-has 192.168.139.208 (Broadcast) tell 192.168.139.142, length 46
16:35:06.762781 ARP, Request who-has 192.168.139.207 (Broadcast) tell 192.168.139.142, length 46
16:35:06.763248 ARP, Request who-has 192.168.139.211 (Broadcast) tell 192.168.139.142, length 46
16:35:06.763293 ARP, Request who-has 192.168.139.212 (Broadcast) tell 192.168.139.142, length 46
16:35:06.766617 ARP, Request who-has 192.168.139.208 (Broadcast) tell 192.168.139.142, length 46
16:35:06.866558 ARP, Request who-has 192.168.139.2 tell 192.168.139.1, length 46
16:35:06.867369 ARP, Request who-has 192.168.139.143 (Broadcast) tell 192.168.139.142, length 46
16:35:06.867868 ARP, Request who-has 192.168.139.211 (Broadcast) tell 192.168.139.142, length 46
16:35:06.868056 ARP, Request who-has 192.168.139.212 (Broadcast) tell 192.168.139.142, length 46
16:35:06.868267 ARP, Request who-has 192.168.139.217 (Broadcast) tell 192.168.139.142, length 46
16:35:06.868356 ARP, Reply 192.168.139.143 is-at 00:0c:29:25:bc:f9 (oui Unknown), length 46
16:35:06.975114 ARP, Request who-has 192.168.139.217 (Broadcast) tell 192.168.139.142, length 46
16:35:06.975695 ARP, Request who-has 192.168.139.220 (Broadcast) tell 192.168.139.142, length 46
16:35:06.975741 ARP, Request who-has 192.168.139.221 (Broadcast) tell 192.168.139.142, length 46
16:35:06.975754 ARP, Request who-has 192.168.139.222 (Broadcast) tell 192.168.139.142, length 46
16:35:06.975919 ARP, Request who-has 192.168.139.223 (Broadcast) tell 192.168.139.142, length 46
16:35:06.975935 ARP, Request who-has 192.168.139.224 (Broadcast) tell 192.168.139.142, length 46
16:35:06.976017 ARP, Request who-has 192.168.139.225 (Broadcast) tell 192.168.139.142, length 46
16:35:06.976103 ARP, Request who-has 192.168.139.226 (Broadcast) tell 192.168.139.142, length 46
16:35:06.976222 ARP, Request who-has 192.168.139.227 (Broadcast) tell 192.168.139.142, length 46
16:35:06.977250 ARP, Request who-has 192.168.139.228 (Broadcast) tell 192.168.139.142, length 46
16:35:06.977275 ARP, Request who-has 192.168.139.229 (Broadcast) tell 192.168.139.142, length 46
16:35:06.977286 ARP, Request who-has 192.168.139.230 (Broadcast) tell 192.168.139.142, length 46
16:35:06.977296 ARP, Request who-has 192.168.139.231 (Broadcast) tell 192.168.139.142, length 46
16:35:06.977304 ARP, Request who-has 192.168.139.232 (Broadcast) tell 192.168.139.142, length 46
16:35:06.977314 ARP, Request who-has 192.168.139.233 (Broadcast) tell 192.168.139.142, length 46
16:35:06.977323 ARP, Request who-has 192.168.139.234 (Broadcast) tell 192.168.139.142, length 46
16:35:06.977332 ARP, Request who-has 192.168.139.235 (Broadcast) tell 192.168.139.142, length 46
16:35:06.977341 ARP, Request who-has 192.168.139.236 (Broadcast) tell 192.168.139.142, length 46
16:35:06.977547 ARP, Request who-has 192.168.139.237 (Broadcast) tell 192.168.139.142, length 46
16:35:06.977571 ARP, Request who-has 192.168.139.238 (Broadcast) tell 192.168.139.142, length 46
16:35:06.978427 ARP, Request who-has 192.168.139.239 (Broadcast) tell 192.168.139.142, length 46
16:35:06.978454 ARP, Request who-has 192.168.139.240 (Broadcast) tell 192.168.139.142, length 46
16:35:06.978466 ARP, Request who-has 192.168.139.241 (Broadcast) tell 192.168.139.142, length 46
16:35:06.978476 ARP, Request who-has 192.168.139.242 (Broadcast) tell 192.168.139.142, length 46
16:35:06.978485 ARP, Request who-has 192.168.139.243 (Broadcast) tell 192.168.139.142, length 46
16:35:06.978627 ARP, Request who-has 192.168.139.244 (Broadcast) tell 192.168.139.142, length 46
16:35:06.978760 ARP, Request who-has 192.168.139.245 (Broadcast) tell 192.168.139.142, length 46
16:35:06.979372 ARP, Request who-has 192.168.139.246 (Broadcast) tell 192.168.139.142, length 46
16:35:06.979390 ARP, Request who-has 192.168.139.247 (Broadcast) tell 192.168.139.142, length 46
16:35:06.979396 ARP, Request who-has 192.168.139.248 (Broadcast) tell 192.168.139.142, length 46
16:35:06.979401 ARP, Request who-has 192.168.139.249 (Broadcast) tell 192.168.139.142, length 46
16:35:06.979497 ARP, Request who-has 192.168.139.250 (Broadcast) tell 192.168.139.142, length 46
16:35:06.979584 ARP, Request who-has 192.168.139.251 (Broadcast) tell 192.168.139.142, length 46
16:35:06.979670 ARP, Request who-has 192.168.139.252 (Broadcast) tell 192.168.139.142, length 46
16:35:06.979755 ARP, Request who-has 192.168.139.253 (Broadcast) tell 192.168.139.142, length 46
16:35:06.979838 ARP, Request who-has 192.168.139.254 (Broadcast) tell 192.168.139.142, length 46
16:35:06.979922 ARP, Request who-has 192.168.139.255 (Broadcast) tell 192.168.139.142, length 46
16:35:06.980031 ARP, Request who-has 192.168.139.0 (Broadcast) tell 192.168.139.142, length 46
16:35:06.980121 ARP, Request who-has 192.168.139.11 (Broadcast) tell 192.168.139.142, length 46
16:35:06.980608 ARP, Request who-has 192.168.139.12 (Broadcast) tell 192.168.139.142, length 46
